1,16,,0
0,16,0,
1,8,377,377
1,3,,0
0,8,377,
1,11,505,505
0,11,505,
1,12,,3
1,12,,15
0,27,0,
1,15,849,849
0,15,849,
1,3,,0
1,11,86,86
1,14,317,317
1,13,,3
1,5,,16
0,11,86,
1,16,35,35
1,2,678,678
